"Portugues,Ingles,Italiano,Espanhol,Alemao,Frances,Mandarim"
"Eu acordo a noite,I wake up at night,Mi sveglio di notte,Me despierto por la noche,Ich wache nachts auf,Je me reveille la nuit, ?????"
"This is classic.,Essa é clássica.,,,,,"
"Very pregnant, Adam. About eight months.,""Muito grávida, Adam. Uns oito meses."""
"AND?,E?"
"It didn't make sense.,Não fazia sentido."
"I stood there watching her.,Fiquei parada observando-a."
"And she was with a group of other women,E ela estava com um grupo de outras mulheres"
"being the center of attention, talking about baby names.,""sendo o centro das atenções, falando sobre nomes de bebês."""
"And when she saw me, she was completely scared.,""E, quando ela me viu, ficou totalmente assustada."""
"Did you say something to her?,Disse algo para ela?"
"Yes.,Sim."
"She said she had a stillbirth. I don't know if it was true...,Ela falou que teve um natimorto. Não sei se era verdade..."
"Corinne, what are you talking about?,""Corinne, do que está falando?"""
"Please, Adam.,""Por favor, Adam."""
"She loved being pregnant. It made her feel special.,Ela adorava estar grávida. Fazia ela se sentir especial."
"And she faked the pregnancy?,E ela fingiu a gravidez?"
"How crazy.,Que loucura."
"No, Corinne, this is not normal behavior.,""Não, Corinne, isso não é um comportamento normal."""
"She said her husband didn't care about her...,Ela disse que o marido não ligava para ela..."
"But so what? You have me and our children!,Mas e daí? Você tem a mim e nossos filhos!"
"What?,O quê?"
"You saw this crazy fuckup and thought, ""I'm going to invent a baby."",""Você viu essa maluca ferrada e pensou: """"Vou inventar um bebê."""""""
"Why would you do that?,Por que faria isso?"
"Why invent a baby, Corinne?,""Por que inventar um bebê, Corinne?"""
"For attention? Is it an unhealthy midlife crisis?,Por atenção? É uma crise doentia de meia-idade?"
"Stop. - I'll stop.,Pare. - Eu paro."
"But tell everything from beginning to end...,Mas conte tudo do começo ao fim..."
"No. - What?,Não. - Quê?"
"I said no.,Eu disse que não."
"It won't come out like this. - What are you going to do? Arrest me?,Não vai sair assim. - Vai fazer o quê? Me prender?"
"You owe me explanations.,Você me deve explicações."
"I need time.,Preciso de tempo."
"Speak Now!,Fale agora!"
"What are you going to do, Adam? Beat me up?,""Vai fazer o que, Adam? Me dar uma surra?"""
"How did you find out? - A strange woman I've never seen.,Como descobriu? - Uma mulher estranha que nunca vi."
"She told me... - What woman?,Ela me disse... - Que mulher?"
"I already said I don't know her.,Já disse que não a conheço."
"How does she know this?,Como ela sabe disso?"
"And you just believed her?,E você simplesmente acreditou nela?"
"I just need you,Só preciso que você"
"tell me the truth.,me diga a verdade."
"And I will.,E eu vou."
"I promise, but no...,""Eu prometo, mas não..."""
"Not like that. Not now. -Corinne?,Não assim. Não agora. - Corinne?"
"How crazy. Corinne?,Que loucura. Corinne?"
"Adam...,Adam..."
"It's not what you think.,não é o que você pensa."
"Okay.,Tá."
"What there was?,O que houve?"
"Did you fake the pregnancy?,Você fingiu a gravidez?"
"What are you talking about? - Shall we skip this part?,Do que está falando? - Vamos pular essa parte?"
"What? - You pretending not to know anything.,Quê? - Você fingindo não saber de nada."
"Let's skip the denials.,Vamos pular as negações."
"I know you faked your pregnancy.,Sei que você fingiu sua gravidez."
"And why are you asking?,E por que está perguntando?"
"And the boys?,E os meninos?"
"The boys? - Are they mine?,Os meninos? - São meus?"
"Have you gone crazy?,Você ficou louco?"
"You faked a pregnancy. What else are you capable of?,Você fingiu uma gravidez. Do que mais é capaz?"
"Are they mine?,Eles são meus?"
"Yes! My God, Adam.,""Sim! Meu Deus, Adam."""
"Look at Tom's face. It's his eyes, his hair.,""Olhe pro rosto do Tom. São seus olhos, seu cabelo."""
"How can you ask me that?,Como pode me perguntar isso?"
"Then...,Então..."
"talk to me.,fale comigo."
"Why do you think I faked a pregnancy?,Por que acha que fingi uma gravidez?"
"The credit card.,O cartão de crédito."
"Novelty Funsy.,Novelty Funsy."
"It's a fancy name for a fake pregnancy website.,É um nome fantasia para um site falso de gravidez."
"How do you know this was for me? - He was?,Como sabe que isso foi para mim? - Foi?"
"Why did you look at the bank statements...,Por que olhou os extratos bancários..."
"It's messing up.,Está enrolando."
"Corinne...,Corinne..."
"you lied to me.,você mentiu para mim."
"He lied to the boys.,Mentiu pros meninos."
"Better start talking now.,É melhor começar a falar agora."
"Corinne.,Corinne."
"Remember when I had two hours to spare for lunch?,Lembra quando eu tinha duas horas de folga no almoço?"
"So what?,E daí?"
"I would leave school for a few hours.,Eu saía da escola por algumas horas."
"I was going to the Portis Books cafe.,Ia pro café da Portis Books."
"I drank tea, sat in the corner to read,,""Tomava um chá, sentava no canto para ler,"""
"and after a while, Adam, you become an acquaintance.,""e, depois de um tempo, Adam, você vira um conhecido."""
"Same people there, as a community.,""As mesmas pessoas lá, como uma comunidade."""
"AND? - There was a woman.,E? - Tinha uma mulher."
"Suzanne Hope.,Suzanne Hope."
"I was eight months pregnant. It was her first baby.,Estava grávida de oito meses. Era o primeiro bebê dela."
"Do you know what young, happy pregnant women are like?,""Sabe como são as gestantes jovens, alegres,"""
"as if they were the first person to get pregnant...,como se fossem a primeira pessoa a engravidar..."
"Good story. Can we get back to the topic?,Boa história. Podemos voltar ao assunto?"
"Can you stop being sarcasm, Adam?,""Pode deixar de sarcasmo, Adam?"""
"I'm trying to count. - Tell me.,Estou tentando contar. - Conte."
"I liked her.,Eu gostava dela."
"We became friends.,Viramos amigas."
"And one day she stopped coming.,E um dia ela parou de vir."
"I assumed she had had the baby.,Presumi que ela tinha tido o bebê."
"The birth was very late,,""O parto estava muito atrasado,"""
"and she didn't respond to my messages.,e ela não respondia minhas mensagens."
"Adam, listen. She refused my calls...,""Adam, escute. Ela recusou minhas ligações..."""
"So what? - A few months later,,""E daí? - Poucos meses depois,"""
"I saw her at the Starbucks near the library, and she was pregnant.,""eu a vi na Starbucks perto da biblioteca, e ela estava grávida."""
"Okay.,Tá."
"Very pregnant, Adam. About eight months.,""Muito grávida, Adam. Uns oito meses."""
"AND?,E?"
"It didn't make sense.,Não fazia sentido."
"I stood there watching her.,Fiquei parada observando-a."
"And she was with a group of other women,E ela estava com um grupo de outras mulheres"
"being the center of attention, talking about baby names.,""sendo o centro das atenções, falando sobre nomes de bebês."""
"And when she saw me, she was completely scared.,""E, quando ela me viu, ficou totalmente assustada."""
"Did you say something to her?,Disse algo para ela?"
"Yes.,Sim."
"She said she had a stillbirth. I don't know if it was true...,Ela falou que teve um natimorto. Não sei se era verdade..."
"Corinne, what are you talking about?,""Corinne, do que está falando?"""
"Please, Adam.,""Por favor, Adam."""
"She loved being pregnant. It made her feel special.,Ela adorava estar grávida. Fazia ela se sentir especial."
"And she faked the pregnancy?,E ela fingiu a gravidez?"
"How crazy.,Que loucura."
"No, Corinne, this is not normal behavior.,""Não, Corinne, isso não é um comportamento normal."""
"She said her husband didn't care about her...,Ela disse que o marido não ligava para ela..."
"But so what? You have me and our children!,Mas e daí? Você tem a mim e nossos filhos!"
"What?,O quê?"
"You saw this crazy fuckup and thought, ""I'm going to invent a baby."",""Você viu essa maluca ferrada e pensou: """"Vou inventar um bebê."""""""
"Why would you do that?,Por que faria isso?"
"Why invent a baby, Corinne?,""Por que inventar um bebê, Corinne?"""
"For attention? Is it an unhealthy midlife crisis?,Por atenção? É uma crise doentia de meia-idade?"
"Stop. - I'll stop.,Pare. - Eu paro."
"But tell everything from beginning to end...,Mas conte tudo do começo ao fim..."
"No. - What?,Não. - Quê?"
"I said no.,Eu disse que não."
"It won't come out like this. - What are you going to do? Arrest me?,Não vai sair assim. - Vai fazer o quê? Me prender?"
"You owe me explanations.,Você me deve explicações."
"I need time.,Preciso de tempo."
"Speak Now!,Fale agora!"
"What are you going to do, Adam? Beat me up?,""Vai fazer o que, Adam? Me dar uma surra?"""
"How did you find out? - A strange woman I've never seen.,Como descobriu? - Uma mulher estranha que nunca vi."
"She told me... - What woman?,Ela me disse... - Que mulher?"
"I already said I don't know her.,Já disse que não a conheço."
"How does she know this?,Como ela sabe disso?"
"And you just believed her?,E você simplesmente acreditou nela?"
"I just need you,Só preciso que você"
"tell me the truth.,me diga a verdade."
"And I will.,E eu vou."
"I promise, but no...,""Eu prometo, mas não..."""
"Not like that. Not now. -Corinne?,Não assim. Não agora. - Corinne?"
"How crazy. Corinne?,Que loucura. Corinne?"
"Adam...,Adam..."
"It's not what you think.,não é o que você pensa."
"It's something bigger than that.,É algo maior que isso."
"So tell me.,Então me conte."
"Mother?,Mãe?"
"Everything is fine? - All good.,Está tudo bem? - Tudo bem."
"What are they saying?,O que estão dizendo?"
"Still not reacting.,Ainda sem reagir."
"There is evidence of moderate brain damage.,Há indícios de lesão cerebral moderada."
"It could have hit a tree or something else.,Pode ter batido em uma árvore ou outra coisa."
"They think he was there for hours.,Acham que ele ficou lá por horas."
"Hours?,Horas?"
"What it was? - Do you think he jumped?,Que foi? - Acha que ele pulou?"
"Why?,Por quê?"
"We walked through the trees dressed. It's hard to get through.,Passamos pelas árvores vestidos. É difícil de passar."
"You don't run all out there and fall.,Não se corre com tudo por ali e cai."
"You slowly cross over and think, ""Wow, what a drop."",""Você vai atravessando devagar e pensa: """"Uau, que queda."""""""
"But if it were dark... - I would go slower.,Mas se estivesse escuro... - Iria mais devagar."
"Even more so with the dick out.,Ainda mais com o pau de fora."
"You can trust. This I understand.,Pode confiar. Disso eu entendo."
"Why was he naked?,Por que ele estava nu?"
"He ran through the forest taking off his clothes.,Ele correu pela floresta tirando a roupa."
"Excited to mutilate the alpaca.,Excitado por mutilar a alpaca."
"If it's on. - If.,Se estiver ligado. - Se."
"No hasty conclusions. - Of course.,Sem conclusões precipitadas. - Claro."
"Two bizarre events happening within a kilometer of each other.,Dois eventos bizarros acontecendo a um quilômetro um do outro."
"What would it be?,O que seria?"
"Let's see who he is. See if anyone is missing.,Vamos ver quem ele é. Ver se há alguém desaparecido."
"Someone is worried that he didn't go home yesterday.,Alguém está preocupado por ele não ter ido para casa ontem."
"I'll take it.,Eu levo."
"My dear. - What I wanted. Thanks.,Minha querida. - O que eu queria. Obrigada."
"To the new Johanna. - A toast.,À nova Johanna. - Um brinde."
"A toast.,Um brinde."
"No regrets?,Sem arrependimentos?"
"Not yet.,Ainda não."
"I won't miss the snoring.,Não vou sentir falta dos roncos."
"Even in the guest room, it feels like a thousand decibels.,""Mesmo no quarto de hóspedes, parecem mil decibéis."""
"Look at you.,Olha só você."
"What?,O quê?"
"""It feels like a thousand decibels."" It sounds like that kid talking.,""""""Parecem mil decibéis."""" Parece aquele moleque falando."""
"Another good reason to retire.,Outro bom motivo para me aposentar."
"Let's travel.,Vamos viajar."
"Come on. You will be without a job.,Vamos. Você vai ficar sem emprego."
"You will no longer be married.,Vai deixar de ser casada."
"We always wanted to travel.,Sempre quisemos viajar."
"And the restaurant?,E o restaurante?"
"I ask you to take care. - Your two dogs.,Peço para que cuidem. - Seus dois cachorros."
"My husband can take care of them.,Meu marido pode cuidar deles."
"Geez.,Poxa."
"Both of us. Thelma and Louise across the United States.,Nós duas. Thelma e Louise pelos Estados Unidos."
"We just buy the tickets and that's it.,É só comprarmos as passagens e pronto."
"I'm in shit, Thelma.,""""""Estou na merda, Thelma."""
"In shit and in Arkansas."",""Na merda e no Arkansas."""""""
"Look...,Olha..."
"you were right about yesterday.,você estava certo sobre ontem."
"You deserve to know everything.,Você merece saber tudo."
"And I want to explain.,E eu quero explicar."
"But not like this, Adam.,""Mas não assim, Adam."""
"Not angry.,Não com raiva."
"There's the school awards tomorrow.,Tem a premiação da escola amanhã."
"Why don't we go eat at Juniper Yard later?,Por que não vamos comer depois no Juniper Yard?"
"We can eat and talk,,""Podemos comer e conversar,"""
"and there...,e aí..."
"Let's see what happens.,vamos ver no que dá a situação."
"Do you know what the worst part of this is?,Sabe qual é a pior parte disso?"
"I don't trust you anymore.,Não confio mais em você."
"I know.,Eu sei."
"It hurts, doesn't it?,""Dói, não é?"""
"We all have secrets, Adam.,""Todos temos segredos, Adam."""
"Even you.,Até você."
"CEDARFIELD POLICE,POLÍCIA DE CEDARFIELD"
"His name is Dante Gunnarsson. The parents reported him missing.,Se chama Dante Gunnarsson. Os pais informaram o desaparecimento."
"He spends a lot of time outside, they didn't worry so much at first.,""Ele passa muito tempo fora, não se preocuparam tanto no começo."""
"Are you with him? - In the hospital.,Estão com ele? - No hospital."
"It's stable, but no reaction. They're doing an electroencephalogram.,""Está estável, mas sem reação. Estão fazendo um eletroencefalograma."""
"About that...,Enquanto isso..."
"The marks on the animal are from human teeth."",""""""As marcas no animal são de dentes humanos."""""""
"But...,Mas..."
"The human bite is generally elliptical."",""""""A mordida humana geralmente é elíptica."""""""
"However, in this case, the pattern is interrupted,""Porém, neste caso, o padrão é interrompido"""
"due to the absence of a left premolar."",""""""pela ausência de um pré-molar esquerdo."""""""
"I called the hospital.,Liguei pro hospital."
"He has all his teeth.,Ele tem todos os dentes."
"So it was someone else.,Então era outra pessoa."
"It's someone else.,É outra pessoa."
"CEDARFIELD COLLEGE AWARDS NIGHT,NOITE DE PRÊMIOS DO COLÉGIO CEDARFIELD"
"Vicky.,Vicky."
"Hi Bob.,""Oi, Bob."""
"Have you seen Corinne?,Você viu Corinne?"
"I didn't see it.,Não vi."
"Vicky, can I talk to you?,""Vicky, posso falar com você?"""
"It shouldn't be a big deal, but I wanted to ask.,""Não deve ser nada demais, mas eu queria perguntar."""
"Ella stopped talking to Mia.,A Ella parou de falar com Mia."
"And Mia said something happened,,""E Mia disse que aconteceu algo,"""
"but she doesn't say what it is.,mas ela não diz o que é."
"Do you know what's happening?,Sabe o que está acontecendo?"
"I don't know anything.,Não sei de nada."
"There's something strange. I thought you should know.,Tem algo estranho. Achei que você deveria saber."
"She's a little sad,,""Ela está um pouco triste,"""
"But it shouldn't be a big deal.,mas não deve ser nada demais."
"This is Corinne. Leave a message.,Aqui é Corinne. Deixe um recado."
"Unfortunately, I will begin this night of celebration with difficult news.,""Infelizmente, começarei esta noite de comemoração com notícias difíceis."""
"A senior student of ours, Dante Gunnarsson,,""Um aluno nosso do último ano, Dante Gunnarsson,"""
"was involved in a serious accident.,se envolveu em um acidente grave."
"His condition is very worrying.,O quadro dele é muito preocupante."
"I know you will join me in wishing him and his family,Sei que se juntarão a mim pra desejar a ele e sua família"
"All the best in your recovery.,tudo de melhor em sua recuperação."
"But in difficult times, we have to move on,,""Mas, nas horas difíceis, temos que seguir em frente,"""
"and tonight is for celebrating,e esta noite é para comemorar"
"student achievements,as conquistas dos alunos"
"or your overcoming in your last year of high school.,ou suas superações em seu último ano do ensino médio."
"And the art prize goes to Kiran Penvell.,E o prêmio de arte vai para Kiran Penvell."
"ART AWARD,PRÊMIO DE ARTE"
"Peter Harris.,Peter Harris."
"Michelle Vosler.,Michelle Vosler."
"And the long-awaited prize,,""E o tão esperado prêmio,"""
"the most visible underwear...,o de roupa íntima mais visível..."
"No, seriously.,""Não, sério."""
"The best sportsman award goes to Anthony Carter.,O prêmio de melhor esportista vai para Anthony Carter."
"Good!,Boa!"
"SPORTS AWARD,PRÊMIO DE ESPORTES"
"Tonight's final prize is what we, the students, will award.,""O prêmio final desta noite é o que nós, alunos, concederemos."""
"The best teacher of the year award.,O prêmio de melhor professor do ano."
"And they asked me to say,E me pediram que eu dissesse"
"that the competition was fierce, since everyone is so good.,""que a disputa foi acirrada, já que todos são tão bons."""
"Unfortunately, there can only be one winner.,""Infelizmente, só pode haver um vencedor."""
"And that person is...,E essa pessoa é..."
"Mrs. Price.,A Sra. Price."
"Hey.,Oi."
"I'm not Mrs. Price, of course.,""Não sou a Sra. Price, claro."""
"Corinne couldn't be here today.,Corinne não pôde estar aqui hoje."
"She...,Ela..."
"not well.,não está bem."
"But I want to tell you how much it matters to her.,Mas quero dizer o quanto isso importa para ela."
"She...,Ela..."
"loves this work. It's her life and...,ama esse trabalho. É a vida dela e..."
"She has always enjoyed the work she does,,""Ela sempre gostou do trabalho que faz,"""
"bringing literature to life and...,dando vida à literatura e..."
"encouraging you to fall in love...,encorajando vocês a se apaixonarem..."
"through language, through words.,""pela linguagem, pelas palavras."""
"And like her husband, her passion and...,""E como seu marido, a paixão dela e..."""
"the belief in what she does,a crença no que ela faz"
"It's something that I...,é algo que eu..."
"I always admired it a lot.,sempre admirei muito."
"But I'll give it to her,Mas eu vou dar isso a ela"
"and she will be able to speak herself when she feels better.,e ela mesma poderá falar quando se sentir melhor."
"Thanks.,Obrigado."
"TEACHER OF THE YEAR - MRS. PRICE,PROFESSORA DO ANO - SRA. PRICE"
"Will she be home?,Ela vai estar em casa?"
